
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
DataValue, 2, 0, 24.475, 3.2815E-09, -3.2844999999999996E-09
DataValue, 2, 0, 24.535000000000004, 3.2792999999999996E-09, -3.2843999999999995E-09
DataValue, 2, 0, 24.595000000000002, 3.2819999999999996E-09, -3.2743999999999998E-09
DataValue, 2, 0, 24.645000000000003, 3.2791999999999996E-09, -3.2847999999999997E-09
DataValue, 2, 0, 24.695, 3.2787E-09, -3.2739999999999997E-09
DataValue, 2, 0, 24.745, 3.2787E-09, -3.2808999999999997E-09
DataValue, 2, 0, 24.795, 3.2775999999999995E-09, -3.2707E-09
DataValue, 2, 0, 24.845000000000002, 3.2767999999999997E-09, -3.28E-09
DataValue, 2, 0, 24.900000000000002, 3.2761999999999995E-09, -3.2793999999999997E-09
DataValue, 2, 0, 24.96, 3.2734E-09, -3.2799E-09
DataValue, 2, 0, 25.020000000000003, 3.2750999999999996E-09, -3.28E-09
DataValue, 2, 0, 25.080000000000002, 3.2749999999999995E-09, -3.2781999999999997E-09
DataValue, 2, 0, 25.14, 3.2732E-09, -3.2768999999999997E-09
DataValue, 2, 0, 25.200000000000003, 3.2747E-09, -3.2666E-09
DataValue, 2, 0, 25.250000000000004, 3.2716999999999998E-09, -3.2751999999999996E-09
DataValue, 2, 0, 25.305000000000003, 3.2707999999999995E-09, -3.2752999999999996E-09
DataValue, 2, 0, 25.365000000000002, 3.2705E-09, -3.2747E-09
DataValue, 2, 0, 25.425, 3.2691E-09, -3.2708999999999995E-09
DataValue, 2, 0, 25.485000000000003, 3.2688999999999997E-09, -3.2710999999999996E-09
DataValue, 2, 0, 25.545, 3.2680999999999995E-09, -3.2705E-09
DataValue, 2, 0, 25.605, 3.2678E-09, -3.2706E-09
DataValue, 2, 0, 25.665000000000003, 3.2680999999999995E-09, -3.2712999999999997E-09
DataValue, 2, 0, 25.725, 3.2661999999999997E-09, -3.2691E-09
DataValue, 2, 0, 25.785000000000004, 3.2679E-09, -3.2608999999999998E-09
DataValue, 2, 0, 25.835, 3.2641999999999995E-09, -3.2667999999999995E-09
DataValue, 2, 0, 25.89, 3.2642999999999996E-09, -3.2662999999999998E-09
DataValue, 2, 0, 25.950000000000003, 3.2618999999999997E-09, -3.2666E-09
DataValue, 2, 0, 26.01, 3.2620999999999997E-09, -3.2656999999999996E-09
DataValue, 2, 0, 26.070000000000004, 3.2618999999999997E-09, -3.2626999999999995E-09
DataValue, 2, 0, 26.130000000000003, 3.2617999999999996E-09, -3.2631999999999997E-09
DataValue, 2, 0, 26.19, 3.2606999999999997E-09, -3.2620999999999997E-09
DataValue, 2, 0, 26.250000000000004, 3.2599E-09, -3.2625E-09
DataValue, 2, 0, 26.310000000000002, 3.2581999999999998E-09, -3.2621999999999998E-09
DataValue, 2, 0, 26.37, 3.2597E-09, -3.253E-09
DataValue, 2, 0, 26.42, 3.2577999999999996E-09, -3.2607999999999997E-09
DataValue, 2, 0, 26.470000000000002, 3.2572E-09, -3.2518999999999995E-09
DataValue, 2, 0, 26.520000000000003, 3.2572E-09, -3.2576999999999996E-09
DataValue, 2, 0, 26.575000000000003, 3.2566999999999997E-09, -3.2583E-09
DataValue, 2, 0, 26.635, 3.2551999999999997E-09, -3.2590999999999996E-09
DataValue, 2, 0, 26.695000000000004, 3.2545999999999995E-09, -3.2557E-09
DataValue, 2, 0, 26.755000000000003, 3.2539999999999997E-09, -3.2550999999999996E-09
DataValue, 2, 0, 26.815, 3.2541999999999998E-09, -3.2548999999999996E-09
DataValue, 2, 0, 26.875000000000004, 3.2527999999999998E-09, -3.2556E-09
DataValue, 2, 0, 26.935000000000002, 3.2518E-09, -3.2541999999999998E-09
DataValue, 2, 0, 26.995, 3.2537999999999997E-09, -3.2477E-09
DataValue, 2, 0, 27.045, 3.2509999999999996E-09, -3.2524999999999997E-09
DataValue, 2, 0, 27.095000000000002, 3.2502E-09, -3.2451E-09
DataValue, 2, 0, 27.145000000000003, 3.2494999999999996E-09, -3.2541999999999998E-09
DataValue, 2, 0, 27.195000000000004, 3.2504E-09, -3.2443999999999997E-09
DataValue, 2, 0, 27.245, 3.2489E-09, -3.2508999999999996E-09
DataValue, 2, 0, 27.3, 3.2479999999999995E-09, -3.2503E-09
DataValue, 2, 0, 27.360000000000003, 3.2469999999999996E-09, -3.2513999999999998E-09
DataValue, 2, 0, 27.42, 3.2466999999999996E-09, -3.2491E-09
DataValue, 2, 0, 27.480000000000004, 3.2458999999999997E-09, -3.2480999999999996E-09
DataValue, 2, 0, 27.540000000000003, 3.2443999999999997E-09, -3.2476E-09
DataValue, 2, 0, 27.6, 3.2464E-09, -3.2399999999999996E-09
DataValue, 2, 0, 27.650000000000002, 3.2445999999999997E-09, -3.2471999999999997E-09
DataValue, 2, 0, 27.705000000000002, 3.2431999999999997E-09, -3.2470999999999997E-09
DataValue, 2, 0, 27.765, 3.2430999999999997E-09, -3.2451999999999995E-09
DataValue, 2, 0, 27.825000000000003, 3.2427999999999996E-09, -3.2435E-09
DataValue, 2, 0, 27.885, 3.241E-09, -3.2414999999999996E-09
DataValue, 2, 0, 27.945000000000004, 3.2404999999999997E-09, -3.2435E-09
DataValue, 2, 0, 28.005000000000003, 3.2386999999999996E-09, -3.2441999999999996E-09
DataValue, 2, 0, 28.065, 3.2387999999999996E-09, -3.2441999999999996E-09
DataValue, 2, 0, 28.125000000000004, 3.2382E-09, -3.2416999999999997E-09
DataValue, 2, 0, 28.185000000000002, 3.2390999999999997E-09, -3.2354E-09
DataValue, 2, 0, 28.235000000000003, 3.2364999999999997E-09, -3.2395E-09
DataValue, 2, 0, 28.290000000000003, 3.2375999999999997E-09, -3.2372999999999996E-09
DataValue, 2, 0, 28.35, 3.237E-09, -3.2348999999999997E-09
DataValue, 2, 0, 28.410000000000004, 3.2355E-09, -3.2360999999999996E-09
DataValue, 2, 0, 28.470000000000002, 3.2329999999999995E-09, -3.2378999999999997E-09
DataValue, 2, 0, 28.53, 3.2309999999999997E-09, -3.2433999999999998E-09
DataValue, 2, 0, 28.590000000000003, 3.2363999999999997E-09, -3.2307999999999996E-09
DataValue, 2, 0, 28.650000000000002, 3.2329999999999995E-09, -3.2325999999999998E-09
DataValue, 2, 0, 28.71, 3.2318999999999996E-09, -3.2345999999999996E-09
DataValue, 2, 0, 28.770000000000003, 3.2290999999999995E-09, -3.2350999999999997E-09
DataValue, 2, 0, 28.830000000000002, 3.2315E-09, -3.2226999999999996E-09
DataValue, 2, 0, 28.880000000000003, 3.2297999999999997E-09, -3.2314E-09
DataValue, 2, 0, 28.930000000000003, 3.2302E-09, -3.2207E-09
DataValue, 2, 0, 28.980000000000004, 3.2270999999999997E-09, -3.2304999999999995E-09
DataValue, 2, 0, 29.035000000000004, 3.2253999999999996E-09, -3.2302E-09
DataValue, 2, 0, 29.095000000000002, 3.2262999999999995E-09, -3.2276E-09
DataValue, 2, 0, 29.155, 3.2261E-09, -3.2275E-09
DataValue, 2, 0, 29.215000000000003, 3.2238999999999996E-09, -3.2266999999999996E-09
DataValue, 2, 0, 29.275000000000002, 3.2231999999999998E-09, -3.2274E-09
DataValue, 2, 0, 29.335, 3.2219E-09, -3.2263999999999995E-09
DataValue, 2, 0, 29.395000000000003, 3.2250999999999995E-09, -3.2167E-09
DataValue, 2, 0, 29.445000000000004, 3.2214999999999997E-09, -3.2256999999999997E-09
DataValue, 2, 0, 29.495, 3.2216999999999997E-09, -3.2156999999999996E-09
DataValue, 2, 0, 29.545, 3.2190999999999998E-09, -3.2247E-09
DataValue, 2, 0, 29.595000000000002, 3.2184999999999996E-09, -3.2141999999999995E-09
DataValue, 2, 0, 29.645000000000003, 3.2192E-09, -3.2235E-09
DataValue, 2, 0, 29.700000000000003, 3.2186999999999996E-09, -3.2222999999999995E-09
DataValue, 2, 0, 29.76, 3.2179E-09, -3.2214999999999997E-09
DataValue, 2, 0, 29.820000000000004, 3.2181999999999995E-09, -3.2217999999999998E-09
DataValue, 2, 0, 29.880000000000003, 3.2175999999999997E-09, -3.2195999999999995E-09
DataValue, 2, 0, 29.94, 3.2154E-09, -3.2202999999999997E-09
DataValue, 2, 0, 30.000000000000004, 3.2167E-09, -3.2093999999999997E-09
DataValue, 2, 0, 30.05, 3.2132999999999996E-09, -3.2193E-09
DataValue, 2, 0, 30.105000000000004, 3.2132999999999996E-09, -3.2176999999999998E-09
DataValue, 2, 0, 30.165000000000003, 3.2127E-09, -3.2156999999999996E-09
DataValue, 2, 0, 30.225, 3.2129999999999996E-09, -3.2154E-09
DataValue, 2, 0, 30.285000000000004, 3.2115999999999995E-09, -3.2153E-09
DataValue, 2, 0, 30.345000000000002, 3.2122999999999998E-09, -3.2154999999999995E-09
DataValue, 2, 0, 30.405, 3.2092999999999997E-09, -3.2138E-09
DataValue, 2, 0, 30.465000000000003, 3.2098E-09, -3.2154E-09
DataValue, 2, 0, 30.525000000000002, 3.2096999999999998E-09, -3.2127E-09
DataValue, 2, 0, 30.585, 3.2126E-09, -3.1992999999999995E-09
DataValue, 2, 0, 30.635, 3.2136999999999998E-09, -3.2018E-09
DataValue, 2, 0, 30.685000000000002, 3.2169999999999995E-09, -3.1878999999999997E-09
DataValue, 2, 0, 30.735000000000003, 3.2122999999999998E-09, -3.1980999999999995E-09
DataValue, 2, 0, 30.790000000000003, 3.2066999999999997E-09, -3.2237999999999996E-09
DataValue, 2, 0, 30.85, 3.1982999999999996E-09, -3.2207E-09
DataValue, 2, 0, 30.910000000000004, 3.2024999999999996E-09, -3.2080999999999997E-09
DataValue, 2, 0, 30.970000000000002, 3.2072E-09, -3.2064999999999996E-09
DataValue, 2, 0, 31.03, 3.2047999999999995E-09, -3.2072E-09
DataValue, 2, 0, 31.090000000000003, 3.2058E-09, -3.2039999999999997E-09
DataValue, 2, 0, 31.150000000000002, 3.2042999999999998E-09, -3.2032E-09
DataValue, 2, 0, 31.21, 3.2053999999999997E-09, -3.1955999999999996E-09
DataValue, 2, 0, 31.26, 3.2018E-09, -3.2046999999999995E-09
DataValue, 2, 0, 31.315, 3.2012999999999997E-09, -3.2052999999999997E-09
DataValue, 2, 0, 31.375000000000004, 3.2006E-09, -3.2040999999999997E-09
DataValue, 2, 0, 31.435000000000002, 3.199E-09, -3.2037999999999996E-09
DataValue, 2, 0, 31.495, 3.1980999999999995E-09, -3.2041999999999998E-09
DataValue, 2, 0, 31.555000000000003, 3.1974999999999998E-09, -3.2032E-09
DataValue, 2, 0, 31.615000000000002, 3.1971999999999997E-09, -3.2011999999999997E-09
DataValue, 2, 0, 31.675000000000004, 3.1951E-09, -3.2034999999999995E-09
DataValue, 2, 0, 31.735000000000003, 3.1956999999999996E-09, -3.203E-09
DataValue, 2, 0, 31.795, 3.1976E-09, -3.1903999999999997E-09
DataValue, 2, 0, 31.845000000000002, 3.1941999999999996E-09, -3.1992999999999995E-09
DataValue, 2, 0, 31.895000000000003, 3.1954999999999996E-09, -3.1898999999999995E-09
DataValue, 2, 0, 31.945000000000004, 3.1940999999999995E-09, -3.1966999999999995E-09
DataValue, 2, 0, 31.995, 3.1928999999999996E-09, -3.1887999999999996E-09
DataValue, 2, 0, 32.045, 3.1918999999999997E-09, -3.1964E-09
DataValue, 2, 0, 32.1, 3.191E-09, -3.1951E-09
DataValue, 2, 0, 32.160000000000004, 3.1906999999999997E-09, -3.1942999999999996E-09
DataValue, 2, 0, 32.220000000000006, 3.1886999999999995E-09, -3.1952999999999995E-09
DataValue, 2, 0, 32.28, 3.1893999999999998E-09, -3.1945999999999997E-09
DataValue, 2, 0, 32.34, 3.1885E-09, -3.1931999999999997E-09
DataValue, 2, 0, 32.400000000000006, 3.1891999999999997E-09, -3.1834999999999996E-09
DataValue, 2, 0, 32.45, 3.1872999999999995E-09, -3.1924E-09
DataValue, 2, 0, 32.505, 3.1867999999999998E-09, -3.1912E-09
DataValue, 2, 0, 32.565000000000005, 3.1843E-09, -3.1886999999999995E-09
DataValue, 2, 0, 32.625, 3.1836999999999997E-09, -3.1887999999999996E-09
DataValue, 2, 0, 32.685, 3.1831999999999995E-09, -3.1833999999999996E-09
DataValue, 2, 0, 32.745000000000005, 3.1825999999999997E-09, -3.1860999999999996E-09
DataValue, 2, 0, 32.805, 3.1809999999999997E-09, -3.1842E-09
DataValue, 2, 0, 32.865, 3.1792999999999996E-09, -3.1858999999999995E-09
DataValue, 2, 0, 32.925000000000004, 3.1801E-09, -3.1835999999999996E-09
DataValue, 2, 0, 32.985, 3.1816E-09, -3.1753999999999996E-09
DataValue, 2, 0, 33.035000000000004, 3.1784999999999997E-09, -3.1816E-09
DataValue, 2, 0, 33.085, 3.1788E-09, -3.1721E-09
DataValue, 2, 0, 33.135000000000005, 3.1762E-09, -3.1816E-09
DataValue, 2, 0, 33.190000000000005, 3.1769999999999997E-09, -3.1795999999999996E-09
DataValue, 2, 0, 33.25, 3.1751999999999995E-09, -3.1809999999999997E-09
DataValue, 2, 0, 33.31, 3.1744999999999997E-09, -3.1784999999999997E-09
DataValue, 2, 0, 33.370000000000005, 3.1724999999999995E-09, -3.1804999999999995E-09
DataValue, 2, 0, 33.43, 3.1723E-09, -3.1762E-09
DataValue, 2, 0, 33.49, 3.1722E-09, -3.1755999999999997E-09
DataValue, 2, 0, 33.550000000000004, 3.1712999999999996E-09, -3.1742999999999997E-09
DataValue, 2, 0, 33.61, 3.1724999999999995E-09, -3.1622999999999997E-09
DataValue, 2, 0, 33.660000000000004, 3.1689999999999997E-09, -3.1743999999999997E-09
DataValue, 2, 0, 33.715, 3.1684999999999996E-09, -3.1727999999999996E-09
DataValue, 2, 0, 33.775000000000006, 3.1674999999999997E-09, -3.1730999999999997E-09
DataValue, 2, 0, 33.835, 3.1668E-09, -3.1714999999999996E-09
DataValue, 2, 0, 33.895, 3.1660999999999996E-09, -3.1759999999999998E-09
DataValue, 2, 0, 33.955000000000005, 3.1654E-09, -3.1693E-09
DataValue, 2, 0, 34.015, 3.1650999999999998E-09, -3.1699999999999996E-09
DataValue, 2, 0, 34.075, 3.1628E-09, -3.1636999999999997E-09
DataValue, 2, 0, 34.135000000000005, 3.1647999999999997E-09, -3.1736999999999995E-09
DataValue, 2, 0, 34.195, 3.1722E-09, -3.1635999999999997E-09
DataValue, 2, 0, 34.245000000000005, 3.1697999999999995E-09, -3.1788E-09
DataValue, 2, 0, 34.295, 3.1735E-09, -3.1674999999999997E-09
DataValue, 2, 0, 34.345000000000006, 3.1722E-09, -3.1788E-09
DataValue, 2, 0, 34.395, 3.1722E-09, -3.1669E-09
DataValue, 2, 0, 34.445, 3.1732999999999998E-09, -3.1785999999999998E-09
DataValue, 2, 0, 34.5, 3.1731999999999998E-09, -3.1788E-09
DataValue, 2, 0, 34.56, 3.1725999999999996E-09, -3.179E-09
DataValue, 2, 0, 34.620000000000005, 3.1723E-09, -3.1805999999999995E-09
DataValue, 2, 0, 34.68, 3.1712999999999996E-09, -3.1783999999999997E-09
DataValue, 2, 0, 34.74, 3.1699999999999996E-09, -3.1790999999999995E-09
DataValue, 2, 0, 34.800000000000004, 3.1736999999999995E-09, -3.1662999999999997E-09
DataValue, 2, 0, 34.85, 3.1688999999999997E-09, -3.1761E-09
DataValue, 2, 0, 34.905, 3.1698999999999996E-09, -3.1750999999999995E-09
DataValue, 2, 0, 34.965, 3.1696999999999995E-09, -3.1748E-09
DataValue, 2, 0, 35.025000000000006, 3.1674999999999997E-09, -3.1749E-09
DataValue, 2, 0, 35.085, 3.1670999999999995E-09, -3.1743999999999997E-09
DataValue, 2, 0, 35.145, 3.1664999999999998E-09, -3.1738999999999996E-09
DataValue, 2, 0, 35.205000000000005, 3.1659999999999996E-09, -3.1709E-09
DataValue, 2, 0, 35.265, 3.1659999999999996E-09, -3.1714999999999996E-09
DataValue, 2, 0, 35.325, 3.1648999999999997E-09, -3.1701999999999997E-09
DataValue, 2, 0, 35.385000000000005, 3.1672999999999996E-09, -3.1587E-09
DataValue, 2, 0, 35.435, 3.1634999999999997E-09, -3.1671999999999996E-09
DataValue, 2, 0, 35.49, 3.1643999999999995E-09, -3.1657999999999996E-09
DataValue, 2, 0, 35.550000000000004, 3.1627E-09, -3.1670999999999995E-09
DataValue, 2, 0, 35.61, 3.1604999999999996E-09, -3.1673999999999996E-09
DataValue, 2, 0, 35.67, 3.1592999999999996E-09, -3.1657999999999996E-09
DataValue, 2, 0, 35.730000000000004, 3.1590999999999996E-09, -3.1676999999999997E-09
DataValue, 2, 0, 35.790000000000006, 3.1568999999999997E-09, -3.1636999999999997E-09
DataValue, 2, 0, 35.85, 3.1585E-09, -3.1629E-09
DataValue, 2, 0, 35.910000000000004, 3.156E-09, -3.1629E-09
DataValue, 2, 0, 35.970000000000006, 3.1590999999999996E-09, -3.1508999999999995E-09
DataValue, 2, 0, 36.02, 3.1547E-09, -3.1619999999999996E-09
DataValue, 2, 0, 36.075, 3.1553999999999997E-09, -3.1580999999999997E-09
DataValue, 2, 0, 36.135000000000005, 3.1574E-09, -3.1539999999999997E-09
DataValue, 2, 0, 36.195, 3.1574E-09, -3.1551999999999996E-09
DataValue, 2, 0, 36.255, 3.1543999999999998E-09, -3.1565999999999996E-09
DataValue, 2, 0, 36.315000000000005, 3.1513999999999997E-09, -3.1583999999999998E-09
DataValue, 2, 0, 36.375, 3.1492E-09, -3.1594999999999997E-09
DataValue, 2, 0, 36.435, 3.1462999999999998E-09, -3.1588999999999995E-09
DataValue, 2, 0, 36.495000000000005, 3.1503999999999998E-09, -3.1524999999999996E-09
DataValue, 2, 0, 36.555, 3.1484999999999996E-09, -3.1521E-09
DataValue, 2, 0, 36.615, 3.1507E-09, -3.1413999999999995E-09
DataValue, 2, 0, 36.665000000000006, 3.1475999999999998E-09, -3.1521999999999995E-09
DataValue, 2, 0, 36.715, 3.1467E-09, -3.1412E-09
DataValue, 2, 0, 36.765, 3.1459999999999997E-09, -3.1525999999999996E-09
DataValue, 2, 0, 36.82, 3.1429999999999996E-09, -3.1521E-09
DataValue, 2, 0, 36.88, 3.1435999999999998E-09, -3.1492E-09
DataValue, 2, 0, 36.940000000000005, 3.1449999999999998E-09, -3.1407999999999997E-09
DataValue, 2, 0, 37, 3.1464E-09, -3.1416999999999996E-09
DataValue, 2, 0, 37.06, 3.1415999999999996E-09, -3.1456999999999996E-09
DataValue, 2, 0, 37.120000000000005, 3.1399E-09, -3.1491E-09
DataValue, 2, 0, 37.18, 3.1412E-09, -3.1353999999999997E-09
DataValue, 2, 0, 37.230000000000004, 3.1362999999999996E-09, -3.1500999999999997E-09
DataValue, 2, 0, 37.285000000000004, 3.1349999999999996E-09, -3.1471999999999996E-09
DataValue, 2, 0, 37.345000000000006, 3.1380999999999997E-09, -3.1443999999999996E-09
DataValue, 2, 0, 37.405, 3.1357E-09, -3.1431999999999997E-09
DataValue, 2, 0, 37.465, 3.1335999999999996E-09, -3.1455999999999996E-09
DataValue, 2, 0, 37.525000000000006, 3.1331E-09, -3.144E-09
DataValue, 2, 0, 37.585, 3.1331E-09, -3.1412E-09
DataValue, 2, 0, 37.645, 3.1325999999999997E-09, -3.1400999999999995E-09
DataValue, 2, 0, 37.705000000000005, 3.1339999999999997E-09, -3.137E-09
DataValue, 2, 0, 37.765, 3.1350999999999996E-09, -3.1254999999999996E-09
DataValue, 2, 0, 37.815000000000005, 3.1282999999999996E-09, -3.1415999999999996E-09
DataValue, 2, 0, 37.870000000000005, 3.1278E-09, -3.1389999999999996E-09
DataValue, 2, 0, 37.93, 3.1289E-09, -3.1365999999999997E-09
DataValue, 2, 0, 37.99, 3.1281999999999996E-09, -3.1348999999999996E-09
DataValue, 2, 0, 38.050000000000004, 3.1278999999999995E-09, -3.1331E-09
DataValue, 2, 0, 38.110000000000007, 3.1252999999999995E-09, -3.1318999999999995E-09
DataValue, 2, 0, 38.17, 3.1241999999999996E-09, -3.1329E-09
DataValue, 2, 0, 38.230000000000004, 3.1235E-09, -3.1314999999999998E-09
DataValue, 2, 0, 38.290000000000006, 3.1000999999999997E-09, -3.1057999999999998E-09
DataValue, 2, 0, 38.35, 3.1017999999999998E-09, -3.0925E-09
DataValue, 2, 0, 38.400000000000006, 3.0974999999999997E-09, -3.1061E-09
DataValue, 2, 0, 38.455000000000005, 3.0946999999999997E-09, -3.1038999999999996E-09
DataValue, 2, 0, 38.515, 3.0945999999999996E-09, -3.1036999999999995E-09
DataValue, 2, 0, 38.575, 3.0943999999999996E-09, -3.1026999999999996E-09
DataValue, 2, 0, 38.635000000000005, 3.0947999999999997E-09, -3.0985999999999996E-09
DataValue, 2, 0, 38.695, 3.0948999999999997E-09, -3.0988999999999997E-09
DataValue, 2, 0, 38.755, 3.0926E-09, -3.0988999999999997E-09
DataValue, 2, 0, 38.815000000000005, 3.0905999999999996E-09, -3.0997999999999996E-09
DataValue, 2, 0, 38.875, 3.0899E-09, -3.0976999999999998E-09
DataValue, 2, 0, 38.935, 3.0926E-09, -3.0847999999999995E-09
DataValue, 2, 0, 38.985000000000007, 3.0879999999999997E-09, -3.0975999999999997E-09
DataValue, 2, 0, 39.035000000000004, 3.0898E-09, -3.0822999999999996E-09
DataValue, 2, 0, 39.085, 3.0865999999999997E-09, -3.0954E-09
DataValue, 2, 0, 39.135000000000005, 3.086E-09, -3.0809999999999996E-09
DataValue, 2, 0, 39.185, 3.0858E-09, -3.0931999999999996E-09
DataValue, 2, 0, 39.24, 3.0849999999999996E-09, -3.0923999999999998E-09
DataValue, 2, 0, 39.300000000000004, 3.0844E-09, -3.0908999999999997E-09
DataValue, 2, 0, 39.360000000000007, 3.0826999999999997E-09, -3.0904999999999996E-09
DataValue, 2, 0, 39.42, 3.0817E-09, -3.0901999999999995E-09
DataValue, 2, 0, 39.480000000000004, 3.0787999999999997E-09, -3.0887E-09
DataValue, 2, 0, 39.540000000000006, 3.0828999999999998E-09, -3.071E-09
DataValue, 2, 0, 39.59, 3.0781999999999996E-09, -3.0853999999999997E-09
DataValue, 2, 0, 39.645, 3.0760999999999997E-09, -3.0847E-09
DataValue, 2, 0, 39.705000000000005, 3.0764E-09, -3.0839999999999997E-09
DataValue, 2, 0, 39.765, 3.075E-09, -3.0823999999999996E-09
DataValue, 2, 0, 39.825, 3.0737E-09, -3.0793999999999995E-09
DataValue, 2, 0, 39.885000000000005, 3.0728999999999996E-09, -3.0806E-09
DataValue, 2, 0, 39.945, 3.0719999999999997E-09, -3.0798999999999997E-09
DataValue, 2, 0, 40.005, 3.0711E-09, -3.0783999999999996E-09
DataValue, 2, 0, 40.065000000000005, 3.0693999999999998E-09, -3.0765E-09
DataValue, 2, 0, 40.125, 3.0731999999999997E-09, -3.0651999999999997E-09
DataValue, 2, 0, 40.175000000000004, 3.0677999999999997E-09, -3.0767999999999995E-09
DataValue, 2, 0, 40.230000000000004, 3.0671E-09, -3.0747999999999998E-09
DataValue, 2, 0, 40.290000000000006, 3.0663999999999997E-09, -3.0738E-09
DataValue, 2, 0, 40.35, 3.0658999999999995E-09, -3.0732999999999997E-09
DataValue, 2, 0, 40.410000000000004, 3.0650999999999997E-09, -3.0731999999999997E-09
DataValue, 2, 0, 40.470000000000006, 3.0645999999999995E-09, -3.0727999999999996E-09
DataValue, 2, 0, 40.53, 3.0633999999999996E-09, -3.0709E-09
DataValue, 2, 0, 40.59, 3.0637999999999997E-09, -3.0703999999999997E-09
DataValue, 2, 0, 40.650000000000006, 3.0618999999999995E-09, -3.0705999999999997E-09
DataValue, 2, 0, 40.71, 3.0646999999999996E-09, -3.0564E-09
DataValue, 2, 0, 40.760000000000005, 3.0605999999999995E-09, -3.0682E-09
DataValue, 2, 0, 40.815000000000005, 3.0604999999999995E-09, -3.0690999999999997E-09
DataValue, 2, 0, 40.875, 3.0593999999999996E-09, -3.0674999999999996E-09
DataValue, 2, 0, 40.935, 3.059E-09, -3.0721999999999998E-09
DataValue, 2, 0, 40.995000000000005, 3.0591E-09, -3.0671999999999995E-09
DataValue, 2, 0, 41.055000000000007, 3.0598999999999997E-09, -3.0647999999999996E-09
DataValue, 2, 0, 41.115, 3.0574E-09, -3.0643E-09
DataValue, 2, 0, 41.175000000000004, 3.0554999999999996E-09, -3.0665999999999997E-09
DataValue, 2, 0, 41.235000000000007, 3.0549E-09, -3.0638999999999997E-09
DataValue, 2, 0, 41.295, 3.0579999999999996E-09, -3.0504999999999998E-09
DataValue, 2, 0, 41.345000000000006, 3.0547E-09, -3.0621999999999996E-09
DataValue, 2, 0, 41.395, 3.0553999999999996E-09, -3.0471999999999996E-09
DataValue, 2, 0, 41.445, 3.0542999999999997E-09, -3.0601E-09
DataValue, 2, 0, 41.495000000000005, 3.0534E-09, -3.0462999999999997E-09
DataValue, 2, 0, 41.545, 3.0528999999999997E-09, -3.0569999999999997E-09
DataValue, 2, 0, 41.6, 3.052E-09, -3.0577999999999995E-09
DataValue, 2, 0, 41.660000000000004, 3.0501999999999997E-09, -3.0578999999999995E-09
DataValue, 2, 0, 41.720000000000006, 3.0505999999999998E-09, -3.0581999999999996E-09
DataValue, 2, 0, 41.78, 3.0503999999999997E-09, -3.0572999999999998E-09
DataValue, 2, 0, 41.84, 3.0496999999999995E-09, -3.0548E-09
DataValue, 2, 0, 41.900000000000006, 3.0516999999999997E-09, -3.0429E-09
DataValue, 2, 0, 41.95, 3.0483E-09, -3.0556999999999997E-09
DataValue, 2, 0, 42.005, 3.0481E-09, -3.0552999999999996E-09
DataValue, 2, 0, 42.065000000000005, 3.0476999999999997E-09, -3.0530999999999997E-09
DataValue, 2, 0, 42.125, 3.0485999999999996E-09, -3.0602E-09
DataValue, 2, 0, 42.185, 3.0622999999999997E-09, -3.0687999999999996E-09
DataValue, 2, 0, 42.245000000000005, 3.0631999999999995E-09, -3.0698E-09
DataValue, 2, 0, 42.305000000000007, 3.0649999999999997E-09, -3.0719999999999997E-09
DataValue, 2, 0, 42.365, 3.0646999999999996E-09, -3.0712999999999995E-09
DataValue, 2, 0, 42.425000000000004, 3.0639999999999998E-09, -3.0721999999999998E-09
DataValue, 2, 0, 42.485000000000007, 3.0680999999999998E-09, -3.0610999999999997E-09
DataValue, 2, 0, 42.535000000000004, 3.0651999999999997E-09, -3.0694999999999998E-09
DataValue, 2, 0, 42.59, 3.0649999999999997E-09, -3.0712999999999995E-09
DataValue, 2, 0, 42.650000000000006, 3.0653999999999998E-09, -3.0685999999999995E-09
DataValue, 2, 0, 42.71, 3.0643E-09, -3.0709E-09
DataValue, 2, 0, 42.77, 3.0643E-09, -3.0707999999999998E-09
DataValue, 2, 0, 42.830000000000005, 3.0651999999999997E-09, -3.0692999999999997E-09
DataValue, 2, 0, 42.89, 3.0642E-09, -3.0687999999999996E-09
DataValue, 2, 0, 42.95, 3.0639999999999998E-09, -3.0692999999999997E-09
DataValue, 2, 0, 43.010000000000005, 3.0638999999999997E-09, -3.0685E-09
DataValue, 2, 0, 43.07, 3.0631999999999995E-09, -3.0683E-09
DataValue, 2, 0, 43.13, 3.0646999999999996E-09, -3.0567999999999996E-09
DataValue, 2, 0, 43.180000000000007, 3.0620999999999996E-09, -3.0658E-09
DataValue, 2, 0, 43.235000000000007, 3.0611999999999997E-09, -3.0657E-09
DataValue, 2, 0, 43.295, 3.0607999999999996E-09, -3.0658E-09
DataValue, 2, 0, 43.355000000000004, 3.0594999999999996E-09, -3.0637999999999997E-09
DataValue, 2, 0, 43.415000000000006, 3.0593999999999996E-09, -3.0639999999999998E-09
DataValue, 2, 0, 43.475, 3.0577E-09, -3.0633999999999996E-09
DataValue, 2, 0, 43.535000000000004, 3.0582999999999997E-09, -3.0616E-09
DataValue, 2, 0, 43.595000000000006, 3.0583999999999997E-09, -3.0597999999999997E-09
DataValue, 2, 0, 43.655, 3.0622999999999997E-09, -3.0503999999999997E-09
